testSeries2
2016-10-02 17:56:32,274.516000
2016-10-02 17:56:33,274.516000
2016-10-02 17:56:37,274.506000
2016-10-02 17:56:41,274.506000
2016-10-02 17:56:42,274.506000
2016-10-02 17:56:44,274.506000
2016-10-02 17:56:46,274.506000
2016-10-02 17:56:48,274.506000
2016-10-02 17:56:49,274.506000
2016-10-02 17:56:50,274.506000
2016-10-02 17:56:51,274.506000
2016-10-02 17:56:54,274.506000
2016-10-02 17:56:56,274.506000
2016-10-02 17:56:57,274.506000
2016-10-02 17:57:00,274.506000
2016-10-02 17:57:06,274.506000
2016-10-02 17:57:08,274.516000
2016-10-02 17:57:10,274.516000
2016-10-02 17:57:13,274.516000
2016-10-02 17:57:17,274.516000
2016-10-02 17:57:18,274.516000
2016-10-02 17:57:25,274.505000
2016-10-02 17:57:33,274.505000
2016-10-02 17:57:39,274.505000
2016-10-02 17:57:42,274.515000
2016-10-02 17:58:01,274.515000
2016-10-02 17:58:03,274.515000
2016-10-02 17:58:17,274.545000
2016-10-02 17:58:31,274.555000
2016-10-02 17:58:42,274.535000
2016-10-02 17:58:44,274.535000
2016-10-02 17:58:45,274.535000
2016-10-02 17:58:46,274.535000
2016-10-02 17:58:47,274.535000
2016-10-02 17:59:01,274.535000
2016-10-02 17:59:20,274.535000
2016-10-02 17:59:21,274.545000
2016-10-02 17:59:27,274.545000
2016-10-02 17:59:35,274.555000
2016-10-02 17:59:40,274.555000
2016-10-02 17:59:45,274.555000
2016-10-02 17:59:46,274.605000
2016-10-02 17:59:50,274.625000
2016-10-02 17:59:52,274.555000
2016-10-02 17:59:57,274.555000
2016-10-02 17:59:58,274.485000
2016-10-02 18:00:00,274.459000
2016-10-02 18:00:05,274.409000
2016-10-02 18:00:15,274.409000
2016-10-02 18:00:32,274.385000
2016-10-02 18:00:39,274.385000
2016-10-02 18:00:47,274.384000
2016-10-02 18:00:50,274.358000
2016-10-02 18:00:53,274.358000
2016-10-02 18:00:55,274.358000
2016-10-02 18:00:56,274.358000
2016-10-02 18:00:57,274.358000
2016-10-02 18:00:58,274.358000
2016-10-02 18:01:01,274.328000
2016-10-02 18:01:02,274.383000
2016-10-02 18:01:03,274.298000
2016-10-02 18:01:05,274.298000
2016-10-02 18:01:08,274.298000
2016-10-02 18:01:11,274.298000
2016-10-02 18:01:13,274.298000
2016-10-02 18:01:14,274.268000
2016-10-02 18:01:15,274.268000
2016-10-02 18:01:17,274.238000
2016-10-02 18:01:18,274.268000
2016-10-02 18:01:19,274.319000
2016-10-02 18:01:20,274.388000
2016-10-02 18:01:22,274.388000
2016-10-02 18:01:23,274.388000
2016-10-02 18:01:25,274.358000
2016-10-02 18:01:26,274.358000
2016-10-02 18:01:27,274.358000
2016-10-02 18:01:29,274.358000
2016-10-02 18:01:31,274.328000
2016-10-02 18:01:34,274.328000
2016-10-02 18:01:35,274.298000
2016-10-02 18:01:36,274.304000
2016-10-02 18:01:37,274.298000
2016-10-02 18:01:40,274.298000
2016-10-02 18:01:41,274.298000
2016-10-02 18:01:42,274.304000
2016-10-02 18:01:44,274.298000
2016-10-02 18:01:45,274.298000
2016-10-02 18:02:02,274.309000
2016-10-02 18:02:06,274.268000
2016-10-02 18:02:07,274.309000
2016-10-02 18:02:09,274.268000
2016-10-02 18:02:10,274.268000
2016-10-02 18:02:11,274.238000
2016-10-02 18:02:12,274.238000
2016-10-02 18:02:13,274.238000
2016-10-02 18:02:14,274.323000
2016-10-02 18:02:15,274.421000
2016-10-02 18:02:16,274.433000
2016-10-02 18:02:17,274.393000
2016-10-02 18:02:18,274.383000
2016-10-02 18:02:19,274.391000
2016-10-02 18:02:20,274.363000
2016-10-02 18:02:21,274.361000
2016-10-02 18:02:22,274.421000
2016-10-02 18:02:23,274.403000
2016-10-02 18:02:24,274.381000
2016-10-02 18:02:25,274.373000
2016-10-02 18:02:26,274.381000
2016-10-02 18:02:27,274.421000
2016-10-02 18:02:28,274.448000
2016-10-02 18:02:29,274.401000
2016-10-02 18:02:30,274.448000
2016-10-02 18:02:31,274.413000
2016-10-02 18:02:32,274.373000
2016-10-02 18:02:33,274.448000
2016-10-02 18:02:34,274.413000
2016-10-02 18:02:35,274.391000
2016-10-02 18:02:36,274.373000
2016-10-02 18:02:38,274.433000
2016-10-02 18:02:39,274.478000
2016-10-02 18:02:40,274.423000
2016-10-02 18:02:41,274.478000
2016-10-02 18:02:42,274.481000
2016-10-02 18:02:43,274.401000
2016-10-02 18:02:44,274.373000
2016-10-02 18:02:45,274.463000
2016-10-02 18:02:46,274.471000
2016-10-02 18:02:47,274.453000
2016-10-02 18:02:48,274.451000
2016-10-02 18:02:49,274.460000
2016-10-02 18:02:50,274.451000
2016-10-02 18:02:51,274.421000
2016-10-02 18:02:52,274.411000
2016-10-02 18:02:53,274.391000
2016-10-02 18:02:54,274.403000
2016-10-02 18:02:55,274.412000
2016-10-02 18:02:56,274.462000
2016-10-02 18:02:57,274.508000
2016-10-02 18:02:58,274.478000
2016-10-02 18:02:59,274.482000
2016-10-02 18:03:00,274.442000
2016-10-02 18:03:01,274.412000
2016-10-02 18:03:02,274.460000
2016-10-02 18:03:03,274.462000
2016-10-02 18:03:04,274.482000
2016-10-02 18:03:05,274.487000
2016-10-02 18:03:06,274.440000
2016-10-02 18:03:07,274.470000
2016-10-02 18:03:08,274.420000
2016-10-02 18:03:09,274.430000
2016-10-02 18:03:10,274.420000
2016-10-02 18:03:11,274.429000
2016-10-02 18:03:12,274.555000
2016-10-02 18:03:13,274.531000
2016-10-02 18:03:14,274.481000
2016-10-02 18:03:15,274.461000
2016-10-02 18:03:16,274.439000
2016-10-02 18:03:17,274.431000
2016-10-02 18:03:18,274.471000
2016-10-02 18:03:19,274.459000
2016-10-02 18:03:20,274.429000
2016-10-02 18:03:21,274.449000
2016-10-02 18:03:22,274.448000
2016-10-02 18:03:23,274.439000
2016-10-02 18:03:24,274.429000
2016-10-02 18:03:25,274.419000
2016-10-02 18:03:26,274.459000
2016-10-02 18:03:27,274.451000
2016-10-02 18:03:28,274.491000
2016-10-02 18:03:29,274.471000
2016-10-02 18:03:30,274.471000
2016-10-02 18:03:31,274.459000
2016-10-02 18:03:32,274.461000
2016-10-02 18:03:33,274.451000
2016-10-02 18:03:34,274.448000
2016-10-02 18:03:35,274.469000
2016-10-02 18:03:36,274.451000
2016-10-02 18:03:37,274.489000
2016-10-02 18:03:38,274.461000
2016-10-02 18:03:39,274.478000
2016-10-02 18:03:40,274.471000
2016-10-02 18:03:41,274.509000
2016-10-02 18:03:42,274.481000
2016-10-02 18:03:43,274.590000
2016-10-02 18:03:44,274.569000
2016-10-02 18:03:45,274.531000
2016-10-02 18:03:46,274.529000
2016-10-02 18:03:47,274.481000
2016-10-02 18:03:48,274.471000
2016-10-02 18:03:49,274.568000
2016-10-02 18:03:50,274.559000
2016-10-02 18:03:51,274.549000
2016-10-02 18:03:52,274.571000
2016-10-02 18:03:53,274.549000
2016-10-02 18:03:54,274.571000
2016-10-02 18:03:55,274.568000
2016-10-02 18:03:56,274.538000
2016-10-02 18:03:57,274.559000
2016-10-02 18:03:58,274.538000
2016-10-02 18:03:59,274.491000
2016-10-02 18:04:00,274.519000
2016-10-02 18:04:01,274.508000
2016-10-02 18:04:02,274.489000
2016-10-02 18:04:03,274.479000
2016-10-02 18:04:04,274.478000
2016-10-02 18:04:05,274.469000
2016-10-02 18:04:06,274.478000
2016-10-02 18:04:07,274.461000
2016-10-02 18:04:08,274.572000
2016-10-02 18:04:09,274.579000
2016-10-02 18:04:10,274.509000
2016-10-02 18:04:11,274.479000
2016-10-02 18:04:12,274.519000
2016-10-02 18:04:13,274.459000
2016-10-02 18:04:14,274.570000
2016-10-02 18:04:15,274.568000
2016-10-02 18:04:16,274.529000
2016-10-02 18:04:17,274.499000
2016-10-02 18:04:18,274.481000
2016-10-02 18:04:19,274.471000
2016-10-02 18:04:20,274.411000
2016-10-02 18:04:21,274.475000
2016-10-02 18:04:22,274.886000
2016-10-02 18:04:23,274.459000
2016-10-02 18:04:24,274.461000
2016-10-02 18:04:25,274.429000
2016-10-02 18:04:26,274.409000
2016-10-02 18:04:27,274.441000
2016-10-02 18:04:28,274.421000
2016-10-02 18:04:29,274.389000
2016-10-02 18:04:30,274.371000
2016-10-02 18:04:31,274.389000
2016-10-02 18:04:32,274.371000
2016-10-02 18:04:33,274.371000
2016-10-02 18:04:34,274.475000
2016-10-02 18:04:35,274.451000
2016-10-02 18:04:36,274.441000
2016-10-02 18:04:37,274.401000
2016-10-02 18:04:38,274.381000
2016-10-02 18:04:39,274.388000
2016-10-02 18:04:40,274.411000
2016-10-02 18:04:41,274.381000
2016-10-02 18:04:42,274.369000
2016-10-02 18:04:44,274.379000
2016-10-02 18:04:45,274.381000
2016-10-02 18:04:54,274.360000
2016-10-02 18:04:56,274.350000
2016-10-02 18:04:57,274.350000
2016-10-02 18:04:58,274.360000
2016-10-02 18:04:59,274.350000
2016-10-02 18:05:00,274.350000
2016-10-02 18:05:01,274.400000
2016-10-02 18:05:02,274.430000
2016-10-02 18:05:03,274.398000
2016-10-02 18:05:04,274.418000
2016-10-02 18:05:05,274.511000
2016-10-02 18:05:06,274.488000
2016-10-02 18:05:07,274.418000
2016-10-02 18:05:08,274.408000
2016-10-02 18:05:09,274.420000
2016-10-02 18:05:10,274.458000
2016-10-02 18:05:11,274.428000
2016-10-02 18:05:12,274.398000
2016-10-02 18:05:13,274.388000
2016-10-02 18:05:14,274.448000
2016-10-02 18:05:15,274.398000
2016-10-02 18:05:16,274.388000
2016-10-02 18:05:17,274.388000
2016-10-02 18:05:18,274.508000
2016-10-02 18:05:19,274.488000
2016-10-02 18:05:20,274.478000
2016-10-02 18:05:21,274.410000
2016-10-02 18:05:22,274.490000
2016-10-02 18:05:23,274.430000
2016-10-02 18:05:24,274.410000
2016-10-02 18:05:25,274.408000
2016-10-02 18:05:26,274.410000
2016-10-02 18:05:27,274.390000
2016-10-02 18:05:28,274.490000
2016-10-02 18:05:29,274.460000
2016-10-02 18:05:30,274.418000
2016-10-02 18:05:31,274.440000
2016-10-02 18:05:32,274.418000
2016-10-02 18:05:33,274.480000
2016-10-02 18:05:34,274.418000
2016-10-02 18:05:35,274.418000
2016-10-02 18:05:36,274.388000
2016-10-02 18:05:37,274.388000
2016-10-02 18:05:38,274.388000
2016-10-02 18:05:39,274.454000
2016-10-02 18:05:40,274.410000
2016-10-02 18:05:41,274.418000
2016-10-02 18:05:42,274.458000
2016-10-02 18:05:43,274.428000
2016-10-02 18:05:44,274.438000
2016-10-02 18:05:45,274.418000
2016-10-02 18:05:46,274.400000
2016-10-02 18:05:47,274.388000
2016-10-02 18:05:48,274.388000
2016-10-02 18:05:49,274.378000
2016-10-02 18:05:50,274.378000
2016-10-02 18:05:51,274.378000
2016-10-02 18:05:52,274.378000
2016-10-02 18:05:53,274.388000
2016-10-02 18:05:56,274.380000
2016-10-02 18:05:57,274.380000
2016-10-02 18:05:58,274.380000
2016-10-02 18:05:59,274.378000
2016-10-02 18:06:01,274.420000
2016-10-02 18:06:02,274.408000
2016-10-02 18:06:03,274.400000
2016-10-02 18:06:05,274.390000
2016-10-02 18:06:06,274.388000
2016-10-02 18:06:07,274.388000
2016-10-02 18:06:08,274.520000
2016-10-02 18:06:09,274.458000
2016-10-02 18:06:10,274.428000
2016-10-02 18:06:11,274.410000
2016-10-02 18:06:12,274.398000
2016-10-02 18:06:13,274.450000
2016-10-02 18:06:14,274.450000
2016-10-02 18:06:15,274.430000
2016-10-02 18:06:16,274.409000
2016-10-02 18:06:17,274.407000
2016-10-02 18:06:18,274.387000
2016-10-02 18:06:19,274.419000
2016-10-02 18:06:20,274.409000
2016-10-02 18:06:21,274.407000
2016-10-02 18:06:22,274.449000
2016-10-02 18:06:25,274.448000
2016-10-02 18:06:29,274.418000
2016-10-02 18:06:30,274.475000
2016-10-02 18:06:31,274.475000
2016-10-02 18:06:32,274.448000
2016-10-02 18:06:33,274.448000
